"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"26049810755","26049667156","18954686","","","2010-10-01 04:27:41 +0000","web","@Kytri Do the Worst Idea cast live in Danville, perchance? Or Lynchburg? Both good, boring waterfront towns!"
"26029459604","","","","","2010-10-01 00:21:05 +0000","web","So used to beetles I don't even notice one on my screen till it's right over my command prompt and I can't see what I'm typing. #debugging"
"26026136645","26023546377","87830820","","","2010-09-30 23:39:39 +0000","web","@TyrGodOfWar I know, I know...! :) Trust me, drilled on ""encapsulation, polymorphism, inheritance"" like ""ambulo, ambulare, ambulave..."""
"26020719673","","","25908936138","14375110","2010-09-30 22:30:14 +0000","<a href=""http://mobile.twitter.com"" rel=""nofollow"">mobile web</a>","RT @fogus: ""When C++ is your hammer, everything starts to look like your thumb."""
"25954940907","","","","","2010-09-30 06:00:32 +0000","web","Me: ""How do you calculate the astronomical seeing?"" Him: ""Involves interplay of gravity waves with the local topography..."" #complicated"
"25954411950","","","","","2010-09-30 05:49:17 +0000","web","Finally fixed my iPad's GPS http://www.jailbreaknews.com/guides/gps-location-services-fix-for-ipads-using-openssh/ Now Apple can track me!"
"25950695819","25950259748","87830820","","","2010-09-30 04:37:47 +0000","web","@TyrGodOfWar I know. I tend to write with structs instead of classes in C++ when I'm not being graded on style ;)"
"25949567398","25945597923","87830820","","","2010-09-30 04:18:38 +0000","web","@TyrGodOfWar Well I kind of learned OOP being dragged into C++ from Assembly soooo...."
"25941504099","","","","","2010-09-30 02:26:03 +0000","web","Haha as anticipated, hate from the Python crowd :D I donno, I guess once you learn something one way, it sticks, well I started low-level..."
"25940731980","","","","","2010-09-30 02:16:14 +0000","web","Why is Python so bad at being object oriented? Why is this harder than C++? Why am I not writing this in Ruby anyway?"
"25930105686","25926127176","23034673","","","2010-09-30 00:04:25 +0000","web","@hemantmehta @Tatty IT DID TOO, if we use Comic Sans or Papyrus, the terrorists win!"
"25925394440","25914163991","175232978","","","2010-09-29 23:03:21 +0000","web","@tpw_rules With a wii and no extra parts?"
"25909772288","","","","","2010-09-29 19:14:34 +0000","web","The TV here has no AV jacks. How do I file a complaint with God for sins against children everywhere? #nomariokart"
"25846975414","","","","","2010-09-29 02:53:39 +0000","web","The pokewalker seems to have picked up a thousand steps through its accidental dryer adventure #pokemon"
"25846735473","","","","","2010-09-29 02:50:39 +0000","web","Accidentally put a Pokewalker through the wash... and it still works. #nintendohard"
"25838710207","25836841627","23034673","","","2010-09-29 01:12:10 +0000","web","@hemantmehta ""Beware anti-Christians, because they know more about the Bible than you do"" #mypastorsaid #gotmethinking #hewasright"
"25837951811","25810840715","16432034","","","2010-09-29 01:02:45 +0000","web","@PRguitarman My mom still uses AOL Mail. Absolutely refuses to leave it. She's an IT professional. #weredoomed"
"25835728881","","","","","2010-09-29 00:35:26 +0000","web","Okay everybody, got the #astronomy job application in, fingers crossed for a dream job in the sciences!"
"25813231005","","","","","2010-09-28 19:30:16 +0000","web","Wow, guess who fiiiinaaally got new Twitter. Guess who's neurotic about the timeline not being centered on the screen anymore!"
"25740232309","25731299223","14245909","","","2010-09-28 01:04:27 +0000","web","@AquaMethod Why should a procedure have entirely different syntactic sugar? function(x,y) vs procedure,x,y (look at that! hideous!)"
"25729553038","","","","","2010-09-27 22:58:02 +0000","web","Did I mention that functions with and without return values have *entirely different syntax* for no dang reason? #idl #astronomy #killmenow"
"25729495886","","","","","2010-09-27 22:57:20 +0000","web","@Timtek I had to took that up. Because I have never settled in a happy Unicorns and rainbows biome before."
"25729488668","","","","","2010-09-27 22:57:14 +0000","web","@Timtek I had to took that up. Because I have never settled in a happy Unicorns and rainbows biome before."
"25725341961","","","","","2010-09-27 22:06:24 +0000","web","@Timtek I'm in the mountains of Virginia, I guess we have pretty much the same biome ~"
"25721905906","","","","","2010-09-27 21:18:11 +0000","web","""IDL... draws from many other languages, including Fortran, C, Basic, and APL."" #killmenow #astronomy"
"25719036213","25718759245","14619475","","","2010-09-27 20:36:45 +0000","web","@DocDan1985 112 sounds... ridiculous, are you sure the thermometer isn't showing some sort of heat bias?"
"25718545070","","","","","2010-09-27 20:29:31 +0000","web","More centipedes in my sink. Why do centipedes always end up in my bathroom sink?"
"25717040789","25707551602","13055232","","","2010-09-27 20:07:22 +0000","web","@digitalkitty do you also pronounce .dmg ""damage"" in your head?"
"25661893037","","","","","2010-09-27 05:57:33 +0000","web","I think I found the perfect job opening. @hemantmehta remember all those years I worked for you right? ;)"
"25659060624","","","","","2010-09-27 05:05:52 +0000","web","I thought Munroe was dead, but it turned out to be a caching issue denying me xkcd for a whole hour"
"25658057710","25653371095","65845659","","","2010-09-27 04:48:39 +0000","web","@0xcharlie ummm.... IBM z-series?"
