"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"29338144381","","","","","2010-11-01 03:16:36 +0000","web","No kitty, pizza is not for obligate carnivores!"
"29337582739","29337402591","45715585","","","2010-11-01 03:08:40 +0000","web","@misuzulive huh? I mean I have been waiting for you to answer me on synirc!"
"29337210116","","45715585","","","2010-11-01 03:03:33 +0000","web","@misuzulive I've been waiting on synirc for like two days now D':"
"29333603172","","","","","2010-11-01 02:14:14 +0000","web","latex documentation is *horrible*. and I don't care that it's spelled ""LaTeX"""
"29328461744","","","","","2010-11-01 01:05:57 +0000","web","#dwarffortress 9fps.... kill me now.... time is so slow it's going backwards"
"29325722673","","","","","2010-11-01 00:30:12 +0000","web","""Great is the power of steady misrepresentation; but the history of science shows that fortunately this power does not long endure. "" - C.D."
"29315777812","29311796165","101418899","","","2010-10-31 22:20:44 +0000","web","@RIT_Echo Finally found one about twenty down. It's a doozy. Biggest single cave I've ever found!"
"29313740114","29311796165","101418899","","","2010-10-31 21:54:35 +0000","web","@RIT_Echo I usually find them about five to eight levels beneath the lowest surface level."
"29312036539","","","","","2010-10-31 21:29:07 +0000","web","http://danbooru.donmai.us/post/show/780623/akizuki_mizuho-candy-halloween-hat-hatsune_miku-ja happy samhain from Miku :D"
"29311726546","","","","","2010-10-31 21:24:32 +0000","web","#dwarffortress Finally decide to tackle the underground and I can't find a dang cavern. 16 levels below ground level. :("
"29301410509","29298121201","45715585","","","2010-10-31 18:50:36 +0000","web","@misuzulive nerrrrrrrd."
"29292416448","","","29290887677","15659248","2010-10-31 16:35:47 +0000","web","RT @almightygod: Zombies, vampires and ghosts in the Bible: http://is.gd/gwQM9"
"29292022960","","","","","2010-10-31 16:29:45 +0000","web","Happy Samhain, everybody!"
"29226885826","29225450535","45715585","","","2010-10-30 23:35:53 +0000","web","@misuzulive are you on efnet? I'm abadidea"
"29221865405","29219485377","45715585","","","2010-10-30 22:18:18 +0000","web","@misuzulive Trying to get a real job, get married, that sort of thing."
"29215270005","","","","","2010-10-30 20:29:54 +0000","web","#dwarffortress A square in my hospital has 104 different pools of blood on it."
"29214210109","","45715585","","","2010-10-30 20:13:34 +0000","web","@misuzulive Linky, it is me, Melissa, from Virginia :D Sorry I dropped off sts!"
"29161624160","","","","","2010-10-30 06:46:26 +0000","web","In Tropico, a middle-aged woman just keeled over dead of poor health care... while building the clinic."
"29155636375","","","","","2010-10-30 04:50:50 +0000","web","Whoa you guys Tropico 1 + 2 is in Steam for $10 I had no idea it is such like the best ever buying it RIGHT NOW"
"29145575857","","","","","2010-10-30 02:21:01 +0000","web","#dwarffortress This is a pig-tail fiber dress. The thread is midnight blue. It has five notable kills."
"28946382826","28943308767","67158328","","","2010-10-28 01:41:20 +0000","web","@trap0xf It does explain everything, doesn't it."
"28922150066","28921274332","5637652","","","2010-10-27 20:33:09 +0000","web","@codinghorror It was if a million real musicians cried out and then were silenced by the audacity of that statement."
"28910174559","28906566979","23034673","","","2010-10-27 17:35:40 +0000","web","@hemantmehta Well, if you round up, all babies are girls."
"28896556011","","","","","2010-10-27 14:47:41 +0000","web","Also, the cat has decided that the gaming chair is hers now. Woe unto the console gamer that doth recline thereupon."
"28891150396","28885921710","19725644","","","2010-10-27 13:45:18 +0000","web","@neiltyson You can't start a sentence with a conjunction. #grammartroll #disregardthis"
"28890781035","","","","","2010-10-27 13:41:00 +0000","web","""Misschien een idee om HIER ook een kill-switch voor de VS te installeren."" (""Maybe we should install the US internet kill-switch HERE."")"
"28888931080","","","","","2010-10-27 13:19:27 +0000","web","My cat. Has backed my dog. Into a corner. Worst dog ever."
"28852808169","28852474876","7684302","","","2010-10-27 02:43:33 +0000","web","@howtogeek I don't use Dropbox extensions to the OS specifically because they are a huge ram hog."
"28826695632","","","","","2010-10-26 21:25:12 +0000","web","Yeah, and the patch from Apple is just gonna replace it with a different cheat code, you know it. =.=; Konami this time?"
"28819274154","","","","","2010-10-26 19:35:06 +0000","web","Apple has ""acknowledged"" the ""security flaw"" they *built in* to the devices. ""Snap, there goes that plan."""
"28750379684","28749717110","191892802","","","2010-10-26 02:20:44 +0000","web","@natpoor I swear fallen beasts are easier than freaking goblins these days. Feel like turning off invasions..."
"28739559650","","15659248","","","2010-10-26 00:11:45 +0000","web","@almightygod http://4.bp.blogspot.com/_RwdH5DTKRas/TMSymZ2Au7I/AAAAAAAADhU/i0T6DZvEiYA/s1600/IMG_0515.JPG I see four giraffes. Heresy!!!"
"28720668743","","","","","2010-10-25 19:59:46 +0000","web",". @partytimeHXLNT http://mintaka.lynchburg.edu/melissa/pangirls.nsf wat denkt je? (I keep thinking you are Dutch for some reason.) #chiptune"
"28715893777","","","","","2010-10-25 18:42:41 +0000","web","""You guys, what if the nodes in Traveling Salesman had velo--"" ""SHOOT HIM BEFORE A PROFESSOR HEARS HIM"""
